age,goals,assists,annual_wage,non_penalty_goals,shot_creating_actions,passes_attempted,pass_completion,progressive_passes,progressive_carries,successful_take_ons,progressive_passes_rec,tackles,interceptions,blocks,clearances,aerials_won,penalty_play,play_time,shots_touches,position_DF,"position_DF,FW",position_FW,"position_FW,MF",position_MF,"position_MF,DF",league_Bundesliga,league_La Liga,league_Ligue 1,league_Premier League,league_Serie A
30.0,4,2,2590000.0,0.31,2.68,19.79,0.7,1.19,1.45,0.53,6.07,1.14,0.18,0.75,0.66,2.99,-0.3573753679180987,0.223295600518248,1.9332903787785054,False,False,True,False,False,False,False,False,False,False,True
24.0,2,3,1850000.0,0.07,2.84,49.11,0.848,2.88,3.15,1.01,6.45,1.87,0.42,1.07,0.97,0.45,-0.3573753679180987,1.7586826280788224,-0.15036490225984409,False,True,False,False,False,False,False,False,False,False,True
23.0,1,0,930000.0,0.06,1.03,59.07,0.853,2.78,0.79,0.18,1.33,2.3,1.03,1.39,3.39,1.27,-0.3573753679180987,-0.039328245974867,-0.4527179749925084,True,False,False,False,False,False,False,False,False,False,True
25.0,8,4,930000.0,0.31,4.01,33.11,0.766,4.04,3.11,0.97,6.5,0.79,0.48,0.38,0.52,0.28,-0.3573753679180987,2.595831616212469,1.037601278269106,False,False,False,True,False,False,False,False,False,False,True
28.0,1,1,3330000.0,0.16,2.49,21.08,0.72,1.17,1.01,0.93,5.29,0.31,0.08,0.54,0.47,2.33,-0.3573753679180987,-0.6838729781749351,0.7379652112020699,False,False,True,False,False,False,False,False,False,False,True
25.0,11,1,4440000.0,0.25,1.75,18.81,0.658,1.41,0.51,0.34,4.96,0.31,0.03,0.56,1.13,2.2,3.784745054983172,2.9976075838225715,1.7935001718477568,False,False,True,False,False,False,False,False,False,False,True
28.0,2,2,9000000.0,0.1,1.24,70.94,0.941,4.81,1.06,0.14,0.27,1.24,1.0,0.93,1.85,2.47,-0.3573753679180987,1.2309792589312358,-1.1196772349993322,False,False,False,False,False,True,False,True,False,False,False
27.0,1,0,1200000.0,0.18,0.54,39.1,0.777,1.54,0.09,0.09,0.0,1.72,0.82,0.91,3.99,2.63,-0.3573753679180987,-0.9054014734970448,-1.4306509962609804,True,False,False,False,False,False,True,False,False,False,False
23.0,0,0,320000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.081249265960493,-2.761993637190646e-17,False,False,False,False,True,False,True,False,False,False,False
28.0,3,7,3021160.0,0.1,4.72,44.6,0.704,4.75,1.93,0.65,4.31,0.86,0.14,0.55,0.41,0.45,-0.3573753679180987,2.5423382282358733,0.3984448021818245,False,False,False,False,True,False,False,False,False,True,False
25.0,0,0,500000.0,0.0,1.23,42.97,0.787,2.47,3.87,1.59,3.35,1.94,0.0,0.53,1.94,1.06,-0.3573753679180987,-1.7959020645166448,-0.08138365141161247,False,False,False,False,False,True,False,True,False,False,False
32.0,15,6,4000000.0,0.31,5.19,46.08,0.796,4.64,2.75,0.87,6.8,0.43,0.43,0.63,0.43,0.39,8.029496523340375,1.402561534848304,1.7253276318265434,False,False,False,True,False,False,True,False,False,False,False
21.0,0,0,2114812.0,0.0,0.69,35.63,0.874,0.92,0.11,0.0,0.0,1.15,1.49,1.38,4.83,0.8,-0.3573753679180987,-1.4770853478628412,-1.6962572998665622,True,False,False,False,False,False,False,False,False,True,False
30.0,3,2,6042321.0,0.14,4.28,84.81,0.816,6.83,3.19,0.18,5.83,1.82,0.59,0.96,2.14,0.64,-0.3573753679180987,0.3118436103197709,-0.4125909259650679,True,False,False,False,False,False,False,False,False,True,False
32.0,1,3,1208464.0,0.08,2.71,32.38,0.702,2.64,3.46,1.13,5.27,1.58,0.38,0.9,0.75,0.0,-0.3573753679180987,0.0050292145849509,-0.10391360320854887,False,False,False,True,False,False,False,False,False,True,False
25.0,1,2,1200000.0,0.08,2.81,42.03,0.751,4.53,2.81,1.64,5.39,2.11,1.48,1.88,1.72,1.64,-0.3573753679180987,-0.3784707755776718,0.37701443439648097,False,False,False,False,True,False,True,False,False,False,False
34.0,5,0,1500000.0,0.44,2.13,22.32,0.738,1.86,1.24,1.33,5.49,1.33,0.18,0.62,0.89,3.63,-0.3573753679180987,-0.6126992478877324,1.8607185644496658,False,False,True,False,False,False,False,False,True,False,False
30.0,1,0,6785991.0,0.16,2.82,50.33,0.785,6.43,1.57,0.94,4.7,1.25,0.47,1.72,0.63,0.16,-0.3573753679180987,-1.8696192445101452,-0.255526918482371,False,False,False,True,False,False,False,False,False,True,False
28.0,3,0,5000000.0,0.11,1.56,20.43,0.798,1.12,0.67,1.01,5.47,0.56,0.11,0.45,0.34,1.67,1.319999010333596,-1.0774233520731893,1.0429546999960373,False,False,True,False,False,False,False,True,False,False,False
37.0,0,0,1400000.0,0.0,3.3,64.25,0.856,6.93,0.99,0.88,0.99,2.64,1.32,0.77,0.88,1.1,-0.3573753679180987,-1.8547445279296528,-0.983445168055211,False,False,False,False,True,False,False,True,False,False,False
21.0,1,0,900000.0,0.06,3.77,51.0,0.8,5.15,4.27,2.14,3.64,1.88,0.25,0.94,0.44,0.63,-0.3573753679180987,0.0699352905029602,0.0702945108501717,False,False,False,False,True,False,False,False,True,False,False
24.0,0,0,450000.0,0.0,0.59,50.23,0.847,3.6,1.18,0.19,0.22,1.55,1.02,1.15,2.83,0.75,-0.3573753679180987,2.564751007232476,-1.9352252505521572,True,False,False,False,False,False,False,False,True,False,False
25.0,2,0,1812696.0,0.07,0.88,34.01,0.753,1.44,0.53,0.39,0.74,2.15,1.2,1.44,4.68,1.76,-0.3573753679180987,1.9639032100693363,-0.9774933190815115,True,False,False,False,False,False,False,False,False,True,False
23.0,0,8,710000.0,0.0,3.67,60.85,0.894,6.92,1.73,0.76,2.66,0.86,0.66,0.76,0.97,0.31,-0.3573753679180987,1.913698937254404,-0.44209172114297096,False,False,False,False,True,False,False,False,True,False,False
27.0,0,0,2000000.0,0.0,2.32,54.06,0.729,3.79,1.05,0.32,3.58,1.63,1.05,0.95,2.74,1.0,-0.3573753679180987,-0.8132894141243477,-1.6172482224155613,True,False,False,False,False,False,False,False,False,False,True
27.0,1,2,1820000.0,0.15,4.79,51.84,0.727,4.79,2.37,1.33,7.6,1.63,0.54,1.38,0.59,1.53,-0.3573753679180987,0.330455289948854,1.5423858161405328,False,False,False,False,True,False,False,False,True,False,False
35.0,0,0,4229625.0,0.0,0.09,38.71,0.851,0.85,0.28,0.09,0.0,1.23,0.47,1.7,3.5,2.46,-0.3573753679180987,-1.6264817698064231,-1.6746490719949503,True,False,False,False,False,False,False,False,False,True,False
23.0,1,5,1300000.0,0.03,3.8,85.9,0.886,7.54,1.29,0.56,2.35,1.65,0.93,1.36,1.03,1.12,-0.3573753679180987,2.210360928321496,-1.1360774777363007,False,False,False,False,True,False,True,False,False,False,False
22.0,7,2,540000.0,0.31,2.55,31.13,0.63,2.37,3.42,1.1,7.11,1.84,0.79,1.71,0.75,0.92,-0.3573753679180987,1.3456500050051012,1.207280424044276,False,False,False,False,False,True,True,False,False,False,False
21.0,2,0,2710000.0,0.59,3.93,38.6,0.872,4.44,2.6,0.92,9.88,0.75,0.42,1.26,0.5,0.33,-0.3573753679180987,-1.2775345420361004,4.3065539002811235,False,False,False,True,False,False,False,False,False,True,False
32.0,16,2,1350000.0,0.56,1.53,16.09,0.554,1.53,0.84,0.45,3.41,0.8,0.21,0.59,0.7,5.75,5.462119433234867,1.7904920215145588,2.637416975072911,False,False,True,False,False,False,False,True,False,False,False
26.0,2,3,1680000.0,0.07,2.04,54.42,0.733,5.01,1.5,0.89,2.52,2.25,1.12,1.6,1.77,1.02,-0.3573753679180987,1.858989152776592,-0.5389081794047261,True,False,False,False,False,False,True,False,False,False,False
22.0,5,9,1510580.0,0.19,2.53,26.78,0.701,1.88,3.64,1.07,7.4,1.27,0.31,0.84,0.73,0.61,-0.3573753679180987,1.8840954117979845,1.5936726992763162,False,False,False,True,False,False,False,False,False,True,False
23.0,11,10,3625393.0,0.29,4.1,31.27,0.763,3.02,3.97,1.51,7.1,1.77,0.24,0.95,0.26,0.29,1.319999010333596,2.6103207416795846,1.7492971451912462,False,False,True,False,False,False,False,False,False,True,False
32.0,1,0,1150000.0,0.0,0.87,63.37,0.858,3.77,0.94,0.17,0.87,1.36,0.84,1.36,3.42,1.43,-0.3573753679180987,1.972985125940414,-1.8168329879127707,True,False,False,False,False,False,True,False,False,False,False
38.0,1,2,940000.0,0.03,1.44,31.0,0.717,3.49,0.37,0.34,1.34,2.28,1.04,1.38,1.78,3.06,-0.3573753679180987,2.025191224870472,-0.4261444690604835,False,False,False,False,True,False,True,False,False,False,False
31.0,3,0,700000.0,0.29,2.29,16.0,0.69,1.52,1.05,0.76,3.71,0.76,0.1,0.76,1.14,2.86,-0.3573753679180987,-0.8754479984718673,1.5335872675252804,False,False,True,False,False,False,False,True,False,False,False
23.0,0,1,350000.0,0.0,1.65,46.65,0.834,2.48,2.63,0.9,2.93,2.78,0.68,1.28,2.4,0.98,-0.3573753679180987,-0.6093831269532206,-1.26330071248492,True,False,False,False,False,False,False,False,False,False,True
22.0,0,2,120000.0,0.0,1.37,78.86,0.886,5.8,0.61,0.15,0.76,1.76,0.69,1.3,2.44,1.76,-0.3573753679180987,-0.5618783363223813,-1.6814420552896483,True,False,False,False,False,False,True,False,False,False,False
24.0,8,2,1208464.0,0.36,3.04,27.29,0.696,2.68,3.71,2.01,7.95,0.98,0.27,1.65,0.85,2.14,-0.3573753679180987,1.507519478913519,2.653849641303861,False,False,True,False,False,False,False,False,False,True,False
25.0,2,3,1900000.0,0.07,2.58,48.98,0.775,5.37,1.95,1.12,2.02,2.65,2.55,1.5,2.51,2.27,-0.3573753679180987,1.918377362394698,-0.3390807068332856,False,False,False,False,True,False,True,False,False,False,False
26.0,0,6,3021160.0,0.0,1.95,56.14,0.736,3.5,2.83,1.04,5.32,2.49,2.14,1.47,3.15,1.18,-0.3573753679180987,3.12440555490644,-0.9191383220828175,True,False,False,False,False,False,False,False,False,True,False
24.0,0,3,960000.0,0.0,2.58,49.21,0.703,4.46,2.26,0.52,3.55,1.46,0.91,1.22,2.65,0.94,-0.3573753679180987,1.9858310106329315,-1.2896639348366958,True,False,False,False,False,False,False,False,False,False,True
37.0,6,6,2410000.0,0.22,3.94,47.08,0.73,4.71,2.08,0.5,6.05,0.68,0.25,0.28,0.74,0.0,1.319999010333596,2.124756206726803,0.41786960464661393,False,False,False,True,False,False,False,False,False,False,True
32.0,0,2,640000.0,0.0,3.46,26.17,0.717,2.72,2.22,1.85,5.68,1.48,0.74,0.62,0.49,1.6,1.2173679648776634,-0.7370164165827715,1.4225215684393988,False,False,False,True,False,False,False,True,False,False,False
32.0,3,1,880000.0,0.13,0.73,46.0,0.855,2.95,0.94,0.0,0.13,1.15,1.45,1.67,4.62,5.0,-0.3573753679180987,1.0121543684071457,-0.44712184619134615,True,False,False,False,False,False,False,True,False,False,False
28.0,5,0,2960000.0,0.15,1.61,25.54,0.784,2.22,0.81,0.54,4.68,0.73,0.23,0.31,0.46,2.72,2.997373388585291,1.4543989236646062,1.2763589453744513,False,False,False,True,False,False,False,False,False,False,True
27.0,3,1,840000.0,0.18,2.09,33.6,0.687,3.44,2.27,0.86,3.81,1.66,0.8,1.6,0.98,0.37,-0.3573753679180987,0.5047228006628605,-0.014343118895972718,False,False,False,False,True,False,False,True,False,False,False
29.0,2,3,2780000.0,0.2,3.44,39.79,0.85,3.64,2.02,0.71,6.78,0.61,0.2,0.71,0.4,1.42,-0.3573753679180987,-1.133762129938444,1.447121932544851,False,False,False,True,False,False,False,False,False,False,True
19.0,6,0,5200000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.010106664060066,-2.761993637190646e-17,False,False,False,True,False,False,False,True,False,False,False
27.0,0,0,900000.0,0.0,0.57,47.4,0.827,2.2,0.35,0.0,0.13,1.23,0.92,1.23,5.59,2.64,-0.3573753679180987,0.8073336249171635,-1.5596695127499036,True,False,False,False,False,False,False,False,False,False,True
35.0,0,0,460000.0,0.0,0.51,41.37,0.852,1.29,0.09,0.05,0.0,0.51,0.87,1.06,5.33,1.7,-0.3573753679180987,-0.0237828790982561,-1.5436574136794539,True,False,False,False,False,False,False,True,False,False,False
30.0,0,1,2200000.0,0.0,1.03,52.26,0.842,3.18,0.66,0.56,0.66,1.31,0.84,1.31,2.81,2.53,-0.3573753679180987,-1.4591611995294973,-0.9197043258356046,True,False,False,False,False,False,False,True,False,False,False
30.0,3,1,4490000.0,0.27,3.24,25.29,0.783,2.34,0.99,0.45,4.77,0.9,0.36,0.72,0.36,2.25,-0.3573753679180987,-0.5136278802361774,3.2616127699909914,False,False,True,False,False,False,False,False,False,False,True
25.0,5,4,1150000.0,0.16,3.47,28.39,0.692,3.02,3.89,1.96,8.45,0.93,0.45,0.9,0.32,0.19,-0.3573753679180987,2.7208985729767976,1.7623495315218372,False,False,True,False,False,False,False,False,False,False,True
22.0,1,1,2416928.0,0.17,1.49,20.09,0.843,1.33,2.16,2.49,7.31,0.5,0.0,1.0,0.5,1.66,-0.3573753679180987,-1.1889426454621073,2.5847386964797043,False,False,True,False,False,False,False,False,False,True,False
32.0,0,0,3150000.0,0.0,0.98,67.36,0.919,2.93,0.77,0.21,0.57,1.54,1.44,1.03,2.62,0.82,-0.3573753679180987,0.2252224114741273,-1.3738809974223407,True,False,False,False,False,False,False,False,False,False,True
21.0,0,2,400000.0,0.0,1.76,60.61,0.888,4.24,2.24,0.36,1.15,1.88,0.91,0.91,2.79,0.67,-0.3573753679180987,-0.3778271310544034,-1.5192673331542514,True,False,False,False,False,False,False,True,False,False,False
23.0,0,0,170000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.0876148186478565,-2.761993637190646e-17,False,True,False,False,False,False,False,True,False,False,False
22.0,10,1,1500000.0,0.33,2.98,20.31,0.808,1.49,1.13,0.62,7.42,0.25,0.15,0.51,0.25,0.33,2.997373388585291,1.3639428634522022,2.0050859057743082,False,False,True,False,False,False,False,False,True,False,False
25.0,5,3,750000.0,0.42,3.98,28.57,0.773,3.45,4.69,2.2,9.09,0.89,0.12,0.65,0.59,0.59,-0.3573753679180987,-0.3037371183332207,1.981261829001893,False,False,False,True,False,False,False,False,True,False,False
25.0,2,4,1000000.0,0.18,5.8,51.81,0.764,5.52,1.38,1.1,5.52,1.47,0.64,1.66,0.83,0.55,-0.3573753679180987,-0.620520880485123,0.6706338055018551,False,False,False,False,True,False,True,False,False,False,False
26.0,0,1,600000.0,0.04,2.75,31.2,0.743,3.8,3.59,2.0,6.76,1.17,0.42,1.0,0.67,0.38,-0.3573753679180987,0.523517518542589,0.18000123797261203,False,False,False,True,False,False,False,False,True,False,False
22.0,0,0,420000.0,0.0,1.35,50.91,0.809,3.64,0.69,0.35,0.94,1.8,2.08,1.18,3.05,1.7,-0.3573753679180987,1.987345224702584,-1.1470918752523567,True,False,False,False,False,False,False,False,True,False,False
26.0,21,7,2500000.0,0.56,1.97,13.95,0.704,0.89,0.63,0.6,4.02,0.15,0.0,0.3,0.6,1.45,8.816868189738257,2.194957346535526,2.991154201423303,False,False,True,False,False,False,False,True,False,False,False
27.0,1,3,3210000.0,0.05,3.43,68.04,0.911,6.08,0.92,0.43,1.21,2.12,0.82,1.3,0.34,0.34,-0.3573753679180987,1.24497064757965,-1.4940361183080495,False,False,False,False,True,False,False,False,False,False,True
23.0,2,0,3640000.0,0.06,0.8,63.66,0.879,5.98,1.43,0.21,0.77,1.1,1.13,1.43,3.24,1.69,-0.3573753679180987,1.4629620991034342,-0.9614812200110618,True,False,False,False,False,False,False,False,True,False,False
38.0,0,0,2416928.0,0.0,2.34,41.04,0.69,3.23,1.62,0.44,2.46,2.06,1.01,0.93,2.02,0.77,-0.3573753679180987,1.618124315983582,-1.2286725217766983,False,False,False,False,False,True,False,False,False,True,False
26.0,2,1,1770000.0,0.39,3.14,22.35,0.719,1.96,1.18,0.78,5.88,0.39,0.0,0.2,0.78,3.33,-0.3573753679180987,-1.6195974766868115,2.237196026177244,False,False,True,False,False,False,False,True,False,False,False
21.0,0,0,2830000.0,0.0,0.86,45.66,0.853,3.75,0.23,1.25,0.7,2.5,1.09,1.33,2.26,1.17,-0.3573753679180987,-0.3053931174935137,-1.5762476155731406,False,False,False,False,True,False,True,False,False,False,False
27.0,0,4,470000.0,0.0,1.88,63.67,0.89,4.74,0.79,0.2,1.12,2.3,0.89,1.32,1.48,1.51,-0.3573753679180987,2.1657495369657123,-1.2804448190609439,False,False,False,False,True,False,True,False,False,False,False
26.0,0,0,2000000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.1665561699867504,-2.761993637190646e-17,True,False,False,False,False,False,True,False,False,False,False
27.0,1,1,480000.0,0.05,1.67,56.52,0.784,4.38,2.61,0.54,5.32,2.12,0.74,1.23,1.97,1.53,-0.3573753679180987,0.8390181142618801,-0.4741807662718333,False,False,False,False,False,True,True,False,False,False,False
25.0,0,0,1510580.0,0.0,0.58,32.24,0.757,1.38,0.36,0.18,0.47,1.7,1.2,1.41,5.26,2.21,-0.3573753679180987,1.9153590590286227,-1.3858819658516828,True,False,False,False,False,False,False,False,False,True,False
26.0,2,0,4833857.0,0.06,0.41,76.26,0.894,4.2,1.07,0.47,0.7,1.11,0.63,0.95,3.41,2.59,-0.3573753679180987,1.9188480934405507,-0.9810838825621202,True,False,False,False,False,False,False,False,False,True,False
19.0,0,0,120000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.936726363541941,-2.761993637190646e-17,True,False,False,False,False,False,False,False,False,False,True
35.0,2,0,8330000.0,0.05,0.55,58.29,0.926,2.73,0.44,0.14,0.21,1.03,0.67,1.36,3.58,1.63,-0.3573753679180987,2.157684098345586,-1.5128624935260713,True,False,False,False,False,False,False,True,False,False,False
25.0,1,0,840000.0,0.11,3.21,39.44,0.816,4.28,2.03,1.07,2.03,2.57,1.39,0.96,1.82,1.28,0.4299962984797824,-2.0431013256102424,-0.5901144729361849,False,False,False,True,False,False,True,False,False,False,False
29.0,0,0,7301482.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,-0.3573753679180987,-2.9579666328097964,-2.761993637190646e-17,True,False,False,False,False,False,False,False,False,True,False
30.0,9,1,1250000.0,0.38,3.25,29.75,0.768,3.12,3.59,2.12,7.19,2.26,0.89,1.71,0.62,0.75,-0.3573753679180987,1.5681908549642358,2.692181408590997,False,False,True,False,False,False,False,True,False,False,False
26.0,1,1,1300000.0,0.04,2.16,50.02,0.867,5.53,0.57,0.45,0.91,1.82,1.82,1.25,2.08,1.59,-0.3573753679180987,1.279381624881309,-1.130060781774639,False,False,False,False,True,False,False,False,True,False,False
24.0,2,0,4150000.0,0.1,3.08,57.88,0.882,6.6,1.96,0.68,4.6,1.56,0.78,0.73,0.44,0.39,-0.3573753679180987,-0.2723984559433366,-0.16610187076208222,False,False,False,False,True,False,False,False,True,False,False
27.0,0,3,840000.0,0.06,2.43,41.04,0.783,4.99,2.12,1.19,3.37,1.68,0.81,1.87,1.19,1.0,-0.3573753679180987,-0.5215995431520603,-0.36814519223432635,False,False,False,False,True,False,True,False,False,False,False
32.0,1,0,1600000.0,0.05,0.96,63.89,0.914,4.55,0.71,0.0,0.3,0.86,0.96,0.81,3.18,0.91,-0.3573753679180987,-0.9395855257755884,-1.4628530544881484,True,False,False,False,False,False,False,True,False,False,False
23.0,5,2,360000.0,0.29,1.15,69.13,0.92,5.23,0.91,0.38,0.62,1.44,1.2,0.91,2.54,1.73,-0.3573753679180987,0.2576045568878117,-0.44793055701836404,True,False,False,False,False,False,False,False,True,False,False
24.0,4,1,900000.0,0.35,2.76,19.35,0.777,0.69,0.86,0.52,7.08,0.52,0.0,0.52,1.21,3.11,-0.3573753679180987,-1.5143417150531613,2.0618883281069293,False,False,True,False,False,False,False,False,True,False,False
29.0,0,1,2000000.0,0.04,2.01,54.76,0.871,5.67,0.67,0.53,1.41,2.08,1.44,0.85,1.59,2.01,-0.3573753679180987,1.0644354824964497,-0.6526584606622553,False,False,False,False,True,False,False,False,True,False,False
24.0,0,1,1350000.0,0.0,1.24,40.72,0.831,3.66,0.95,0.51,1.03,1.1,2.2,0.88,2.12,1.24,-0.3573753679180987,-0.3688161077286463,-1.5750507610796047,False,False,False,False,True,False,True,False,False,False,False
31.0,0,1,830000.0,0.0,1.03,44.61,0.782,3.56,0.83,0.62,1.08,2.17,1.19,1.19,2.74,1.19,-0.3573753679180987,0.4761856413891656,-1.8482263353129218,True,False,False,False,False,False,False,False,False,False,True
33.0,2,0,280000.0,0.1261604938271605,2.2377777777777776,44.491006172839505,0.0,3.6607901234567897,1.7304753086419755,0.8134999999999999,3.861845679012346,1.6527283950617284,0.8093209876543209,1.1469012345679013,1.9009814814814816,1.3943333333333332,1.319999010333596,-1.899995441194778,-2.761993637190646e-17,False,False,False,True,False,False,False,True,False,False,False
22.0,0,0,550000.0,0.0,1.01,40.87,0.854,2.79,0.77,0.24,0.49,1.9,1.09,1.98,2.51,1.17,-0.3573753679180987,1.4191233789758655,-1.4032687795019374,False,False,False,False,False,True,False,False,True,False,False
31.0,1,0,4833857.0,0.07,1.42,67.07,0.891,5.41,1.21,0.28,1.5,1.99,0.71,1.28,3.13,2.71,-0.3573753679180987,-0.7320172907151169,-0.6187259676827452,True,False,False,False,False,False,False,False,False,True,False
26.0,0,0,4531741.0,0.0,1.37,38.89,0.694,3.46,0.88,0.4,2.09,2.41,1.29,1.13,4.58,2.01,-0.3573753679180987,-0.7688779420188302,-0.3719136158012033,True,False,False,False,False,False,False,False,False,True,False
24.0,0,0,1208464.0,0.0,1.39,57.03,0.751,3.76,2.78,1.53,5.7,1.67,0.83,0.83,2.23,0.97,-0.3573753679180987,-1.6820039896709935,-0.9954461364845532,False,True,False,False,False,False,False,False,False,True,False
34.0,2,0,3323277.0,0.12,1.05,46.12,0.773,3.1,0.68,0.25,0.56,2.05,0.93,1.74,4.15,2.48,-0.3573753679180987,-0.5076163997314982,-0.47576576443188767,True,False,False,False,False,False,False,False,False,True,False
29.0,0,2,1208464.0,0.0,1.52,40.01,0.736,3.57,1.06,0.46,2.91,1.45,0.53,1.19,1.98,0.4,-0.3573753679180987,-0.0593791245143564,-1.5644569307240483,False,False,False,False,False,True,False,False,False,True,False
